TID: [2026-01-28 18:20:24,050]  INFO {org.wso2.config.mapper.ConfigParser} - Initializing configurations with deployment configurations {org.wso2.config.mapper.ConfigParser}
	at org.apache.axis2.transport.base.threads.NativeWorkerPool$1.run(NativeWorkerPool.java:172)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1144)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:642)
	at java.base/java.lang.Thread.run(Thread.java:1583)
Caused by: org.wso2.andes.AMQConnectionFailureException: Could not open connection within 120000 milliseconds on Port: 5672
	at org.wso2.andes.client.AMQConnection.<init>(AMQConnection.java:499)
	at org.wso2.andes.client.AMQConnectionFactory.createConnection(AMQConnectionFactory.java:329)
	... 10 more
Caused by: org.wso2.andes.transport.TransportException: Could not open connection within 120000 milliseconds on Port: 5672
	at org.wso2.andes.transport.network.mina.MinaNetworkTransport$IoConnectorCreator.connect(MinaNetworkTransport.java:225)
	at org.wso2.andes.transport.network.mina.MinaNetworkTransport.connect(MinaNetworkTransport.java:82)
	at org.wso2.andes.client.AMQConnectionDelegate_8_0.makeBrokerConnection(AMQConnectionDelegate_8_0.java:138)
	at org.wso2.andes.client.AMQConnection$2.run(AMQConnection.java:652)
	at org.wso2.andes.client.AMQConnection$2.run(AMQConnection.java:649)
	at java.base/java.security.AccessController.doPrivileged(AccessController.java:571)
	at org.wso2.andes.client.AMQConnection.makeBrokerConnection(AMQConnection.java:649)
	at org.wso2.andes.client.AMQConnection.<init>(AMQConnection.java:422)
	... 11 more

TID: [] [] [2026-01-28 19:06:36,464] ERROR {org.apache.axis2.transport.base.threads.NativeWorkerPool} - Uncaught exception org.wso2.carbon.apimgt.common.jms.JmsRunTimeException
	at org.wso2.carbon.apimgt.common.jms.JMSTaskManager.handleException(JMSTaskManager.java:1152)
	at org.wso2.carbon.apimgt.common.jms.JMSTaskManager.access$800(JMSTaskManager.java:62)
	at org.wso2.carbon.apimgt.common.jms.JMSTaskManager$MessageListenerTask.createConnection(JMSTaskManager.java:977)
	at org.wso2.carbon.apimgt.common.jms.JMSTaskManager$MessageListenerTask.getConnection(JMSTaskManager.java:837)
	at org.wso2.carbon.apimgt.common.jms.JMSTaskManager$MessageListenerTask.receiveMessage(JMSTaskManager.java:610)
	at org.wso2.carbon.apimgt.common.jms.JMSTaskManager$MessageListenerTask.run(JMSTaskManager.java:533)
	at org.apache.axis2.transport.base.threads.NativeWorkerPool$1.run(NativeWorkerPool.java:172)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1144)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:642)
	at java.base/java.lang.Thread.run(Thread.java:1583)

TID: [] [] [2026-01-28 19:06:36,464] ERROR {org.apache.axis2.transport.base.threads.NativeWorkerPool} - Uncaught exception org.wso2.carbon.apimgt.common.jms.JmsRunTimeException
	at org.wso2.carbon.apimgt.common.jms.JMSTaskManager.handleException(JMSTaskManager.java:1152)
	at org.wso2.carbon.apimgt.common.jms.JMSTaskManager.access$800(JMSTaskManager.java:62)
	at org.wso2.carbon.apimgt.common.jms.JMSTaskManager$MessageListenerTask.createConnection(JMSTaskManager.java:977)
	at org.wso2.carbon.apimgt.common.jms.JMSTaskManager$MessageListenerTask.getConnection(JMSTaskManager.java:837)
	at org.wso2.carbon.apimgt.common.jms.JMSTaskManager$MessageListenerTask.receiveMessage(JMSTaskManager.java:610)
	at org.wso2.carbon.apimgt.common.jms.JMSTaskManager$MessageListenerTask.run(JMSTaskManager.java:533)
	at org.apache.axis2.transport.base.threads.NativeWorkerPool$1.run(NativeWorkerPool.java:172)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1144)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:642)
	at java.base/java.lang.Thread.run(Thread.java:1583)

TID: [] [] [2026-01-28 19:06:36,464] ERROR {org.apache.axis2.transport.base.threads.NativeWorkerPool} - Uncaught exception org.wso2.carbon.apimgt.common.jms.JmsRunTimeException
	at org.wso2.carbon.apimgt.common.jms.JMSTaskManager.handleException(JMSTaskManager.java:1152)
	at org.wso2.carbon.apimgt.common.jms.JMSTaskManager.access$800(JMSTaskManager.java:62)
	at org.wso2.carbon.apimgt.common.jms.JMSTaskManager$MessageListenerTask.createConnection(JMSTaskManager.java:977)
	at org.wso2.carbon.apimgt.common.jms.JMSTaskManager$MessageListenerTask.getConnection(JMSTaskManager.java:837)
	at org.wso2.carbon.apimgt.common.jms.JMSTaskManager$MessageListenerTask.receiveMessage(JMSTaskManager.java:610)
	at org.wso2.carbon.apimgt.common.jms.JMSTaskManager$MessageListenerTask.run(JMSTaskManager.java:533)
	at org.apache.axis2.transport.base.threads.NativeWorkerPool$1.run(NativeWorkerPool.java:172)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1144)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:642)
	at java.base/java.lang.Thread.run(Thread.java:1583)

TID: [] [] [2026-01-28 19:06:36,464] ERROR {org.wso2.carbon.apimgt.common.jms.JMSTaskManager} - Error acquiring a JMS connection to : TopicConnectionFactory using JNDI properties : {java.naming.factory.initial=org.wso2.andes.jndi.PropertiesFileInitialContextFactory, transport.jms.DestinationType=topic, connectionfactory.TopicConnectionFactory=amqp://***:***@clientid/carbon?brokerlist='tcp://192.168.1.12:5672?', SequentialFailoverFromBeginning=false} javax.jms.JMSException: Error creating connection: Could not open connection within 120000 milliseconds on Port: 5672
	at org.wso2.andes.client.AMQConnectionFactory.createConnection(AMQConnectionFactory.java:349)
	at org.wso2.andes.client.AMQConnectionFactory.createConnection(AMQConnectionFactory.java:53)
	at org.wso2.carbon.apimgt.common.jms.utils.JMSUtils.createConnection(JMSUtils.java:410)
	at org.wso2.carbon.apimgt.common.jms.JMSTaskManager$MessageListenerTask.createConnection(JMSTaskManager.java:958)
	at org.wso2.carbon.apimgt.common.jms.JMSTaskManager$MessageListenerTask.getConnection(JMSTaskManager.java:837)
	at org.wso2.carbon.apimgt.common.jms.JMSTaskManager$MessageListenerTask.receiveMessage(JMSTaskManager.java:610)
	at org.wso2.carbon.apimgt.common.jms.JMSTaskManager$MessageListenerTask.run(JMSTaskManager.java:533)
	at org.apache.axis2.transport.base.threads.NativeWorkerPool$1.run(NativeWorkerPool.java:172)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1144)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:642)
	at java.base/java.lang.Thread.run(Thread.java:1583)
Caused by: org.wso2.andes.AMQConnectionFailureException: Could not open connection within 120000 milliseconds on Port: 5672
	at org.wso2.andes.client.AMQConnection.<init>(AMQConnection.java:499)
	at org.wso2.andes.client.AMQConnectionFactory.createConnection(AMQConnectionFactory.java:329)
	... 10 more
Caused by: org.wso2.andes.transport.TransportException: Could not open connection within 120000 milliseconds on Port: 5672
	at org.wso2.andes.transport.network.mina.MinaNetworkTransport$IoConnectorCreator.connect(MinaNetworkTransport.java:225)
	at org.wso2.andes.transport.network.mina.MinaNetworkTransport.connect(MinaNetworkTransport.java:82)
	at org.wso2.andes.client.AMQConnectionDelegate_8_0.makeBrokerConnection(AMQConnectionDelegate_8_0.java:138)
	at org.wso2.andes.client.AMQConnection$2.run(AMQConnection.java:652)
	at org.wso2.andes.client.AMQConnection$2.run(AMQConnection.java:649)
	at java.base/java.security.AccessController.doPrivileged(AccessController.java:571)
	at org.wso2.andes.client.AMQConnection.makeBrokerConnection(AMQConnection.java:649)
	at org.wso2.andes.client.AMQConnection.<init>(AMQConnection.java:422)
	... 11 more

TID: [] [] [2026-01-28 19:06:36,464] ERROR {org.apache.axis2.transport.base.threads.NativeWorkerPool} - Uncaught exception org.wso2.carbon.apimgt.common.jms.JmsRunTimeException
	at org.wso2.carbon.apimgt.common.jms.JMSTaskManager.handleException(JMSTaskManager.java:1152)
	at org.wso2.carbon.apimgt.common.jms.JMSTaskManager.access$800(JMSTaskManager.java:62)
	at org.wso2.carbon.apimgt.common.jms.JMSTaskManager$MessageListenerTask.createConnection(JMSTaskManager.java:977)
	at org.wso2.carbon.apimgt.common.jms.JMSTaskManager$MessageListenerTask.getConnection(JMSTaskManager.java:837)
	at org.wso2.carbon.apimgt.common.jms.JMSTaskManager$MessageListenerTask.receiveMessage(JMSTaskManager.java:610)
	at org.wso2.carbon.apimgt.common.jms.JMSTaskManager$MessageListenerTask.run(JMSTaskManager.java:533)
	at org.apache.axis2.transport.base.threads.NativeWorkerPool$1.run(NativeWorkerPool.java:172)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1144)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:642)
	at java.base/java.lang.Thread.run(Thread.java:1583)

TID: [] [] [2026-01-28 19:06:40,451] ERROR {org.wso2.carbon.apimgt.common.jms.JMSTaskManager} - Reconnection attempt : 2 for Siddhi-JMS-Consumer failed. Next retry in 40 seconds
TID: [] [] [2026-01-28 19:06:40,451] ERROR {org.wso2.carbon.apimgt.common.jms.JMSTaskManager} - Reconnection attempt : 2 for Siddhi-JMS-Consumer failed. Next retry in 40 seconds
TID: [] [] [2026-01-28 19:06:40,451] ERROR {org.wso2.carbon.apimgt.common.jms.JMSTaskManager} - Reconnection attempt : 2 for Siddhi-JMS-Consumer failed. Next retry in 40 seconds
TID: [] [] [2026-01-28 19:06:40,498] ERROR {org.wso2.carbon.apimgt.common.jms.JMSTaskManager} - Reconnection attempt : 2 for Siddhi-JMS-Consumer failed. Next retry in 40 seconds
TID: [] [] [2026-01-28 19:06:40,498] ERROR {org.wso2.carbon.apimgt.common.jms.JMSTaskManager} - Reconnection attempt : 2 for Siddhi-JMS-Consumer failed. Next retry in 40 seconds
TID: [] [] [2026-01-28 19:06:40,498] ERROR {org.wso2.carbon.apimgt.common.jms.JMSTaskManager} - Reconnection attempt : 2 for Siddhi-JMS-Consumer failed. Next retry in 40 seconds
TID: [] [] [2026-01-28 19:06:40,498] ERROR {org.wso2.carbon.apimgt.common.jms.JMSTaskManager} - Reconnection attempt : 2 for Siddhi-JMS-Consumer failed. Next retry in 40 seconds
TID: [] [] [2026-01-28 19:06:40,498] ERROR {org.wso2.carbon.apimgt.common.jms.JMSTaskManager} - Reconnection attempt : 2 for Siddhi-JMS-Consumer failed. Next retry in 40 seconds
TID: [] [] [2026-01-28 19:06:40,498] ERROR {org.wso2.carbon.apimgt.common.jms.JMSTaskManager} - Reconnection attempt : 2 for Siddhi-JMS-Consumer failed. Next retry in 40 seconds
TID: [] [] [2026-01-28 19:06:40,498] ERROR {org.wso2.carbon.apimgt.common.jms.JMSTaskManager} - Reconnection attempt : 2 for Siddhi-JMS-Consumer failed. Next retry in 40 seconds
TID: [] [] [2026-01-28 19:06:40,498] ERROR {org.wso2.carbon.apimgt.common.jms.JMSTaskManager} - Reconnection attempt : 2 for Siddhi-JMS-Consumer failed. Next retry in 40 seconds
TID: [] [] [2026-01-28 19:07:10,943] ERROR {org.wso2.carbon.databridge.agent.endpoint.DataEndpointConnectionWorker} - Error while trying to connect to the endpoint. Cannot borrow client for ssl://192.168.1.12:9711 org.wso2.carbon.databridge.agent.exception.DataEndpointAuthenticationException: Cannot borrow client for ssl://192.168.1.12:9711
	at org.wso2.carbon.databridge.agent.endpoint.DataEndpointConnectionWorker.connect(DataEndpointConnectionWorker.java:210)
	at org.wso2.carbon.databridge.agent.endpoint.DataEndpointConnectionWorker.runConnection(DataEndpointConnectionWorker.java:67)
	at org.wso2.carbon.databridge.agent.endpoint.DataEndpoint.connect(DataEndpoint.java:165)
	at org.wso2.carbon.databridge.agent.endpoint.DataEndpointGroup$ReconnectionTask.run(DataEndpointGroup.java:455)
	at java.base/java.lang.Thread.run(Thread.java:1583)
Caused by: org.wso2.carbon.databridge.agent.exception.DataEndpointException: Error while opening socket to 192.168.1.12:9711. Connection timed out: connect
	at org.wso2.carbon.databridge.agent.endpoint.binary.BinarySecureClientPoolFactory.createClient(BinarySecureClientPoolFactory.java:75)
	at org.wso2.carbon.databridge.agent.client.AbstractClientPoolFactory.makeObject(AbstractClientPoolFactory.java:39)
	at org.apache.commons.pool.impl.GenericKeyedObjectPool.borrowObject(GenericKeyedObjectPool.java:1212)
	at org.wso2.carbon.databridge.agent.endpoint.DataEndpointConnectionWorker.connect(DataEndpointConnectionWorker.java:200)
	... 4 more
Caused by: java.net.ConnectException: Connection timed out: connect
	at java.base/sun.nio.ch.Net.connect0(Native Method)
	at java.base/sun.nio.ch.Net.connect(Net.java:597)
	at java.base/sun.nio.ch.Net.connect(Net.java:586)
	at java.base/sun.nio.ch.NioSocketImpl.connect(NioSocketImpl.java:583)
	at java.base/java.net.SocksSocketImpl.connect(SocksSocketImpl.java:327)
	at java.base/java.net.Socket.connect(Socket.java:751)
	at java.base/sun.security.ssl.SSLSocketImpl.connect(SSLSocketImpl.java:304)
	at java.base/sun.security.ssl.SSLSocketImpl.<init>(SSLSocketImpl.java:163)
	at java.base/sun.security.ssl.SSLSocketFactoryImpl.createSocket(SSLSocketFactoryImpl.java:86)
	at org.wso2.carbon.databridge.agent.endpoint.binary.BinarySecureClientPoolFactory.createClient(BinarySecureClientPoolFactory.java:58)
	... 7 more

TID: [] [] [2026-01-28 19:07:10,943] ERROR {org.wso2.carbon.databridge.agent.endpoint.DataEndpointConnectionWorker} - Error while trying to connect to the endpoint. Cannot borrow client for ssl://192.168.1.12:9711 org.wso2.carbon.databridge.agent.exception.DataEndpointAuthenticationException: Cannot borrow client for ssl://192.168.1.12:9711
	at org.wso2.carbon.databridge.agent.endpoint.DataEndpointConnectionWorker.connect(DataEndpointConnectionWorker.java:210)
	at org.wso2.carbon.databridge.agent.endpoint.DataEndpointConnectionWorker.runConnection(DataEndpointConnectionWorker.java:67)
	at org.wso2.carbon.databridge.agent.endpoint.DataEndpoint.connect(DataEndpoint.java:165)
	at org.wso2.carbon.databridge.agent.endpoint.DataEndpointGroup$ReconnectionTask.run(DataEndpointGroup.java:455)
	at java.base/java.lang.Thread.run(Thread.java:1583)
Caused by: org.wso2.carbon.databridge.agent.exception.DataEndpointException: Error while opening socket to 192.168.1.12:9711. Connection timed out: connect
	at org.wso2.carbon.databridge.agent.endpoint.binary.BinarySecureClientPoolFactory.createClient(BinarySecureClientPoolFactory.java:75)
	at org.wso2.carbon.databridge.agent.client.AbstractClientPoolFactory.makeObject(AbstractClientPoolFactory.java:39)
	at org.apache.commons.pool.impl.GenericKeyedObjectPool.borrowObject(GenericKeyedObjectPool.java:1212)
	at org.wso2.carbon.databridge.agent.endpoint.DataEndpointConnectionWorker.connect(DataEndpointConnectionWorker.java:200)
	... 4 more
Caused by: java.net.ConnectException: Connection timed out: connect
	at java.base/sun.nio.ch.Net.connect0(Native Method)
	at java.base/sun.nio.ch.Net.connect(Net.java:597)
	at java.base/sun.nio.ch.Net.connect(Net.java:586)
	at java.base/sun.nio.ch.NioSocketImpl.connect(NioSocketImpl.java:583)
	at java.base/java.net.SocksSocketImpl.connect(SocksSocketImpl.java:327)
	at java.base/java.net.Socket.connect(Socket.java:751)
	at java.base/sun.security.ssl.SSLSocketImpl.connect(SSLSocketImpl.java:304)
	at java.base/sun.security.ssl.SSLSocketImpl.<init>(SSLSocketImpl.java:163)
	at java.base/sun.security.ssl.SSLSocketFactoryImpl.createSocket(SSLSocketFactoryImpl.java:86)
	at org.wso2.carbon.databridge.agent.endpoint.binary.BinarySecureClientPoolFactory.createClient(BinarySecureClientPoolFactory.java:58)
	... 7 more

TID: [] [] [2026-01-28 19:07:10,943]  WARN {org.wso2.carbon.databridge.agent.endpoint.DataEndpointConnectionWorker} - Next Reconnection attempt to Data endpoint : tcp://192.168.1.12:9611 will be after 30 seconds
TID: [] [] [2026-01-28 19:07:10,943]  WARN {org.wso2.carbon.databridge.agent.endpoint.DataEndpointConnectionWorker} - Next Reconnection attempt to Data endpoint : tcp://192.168.1.12:9611 will be after 30 seconds
TID: [] [] [2026-01-28 19:07:20,457]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTaskManager} - Reconnection attempt : 3 for Siddhi-JMS-Consumer
TID: [] [] [2026-01-28 19:07:20,458]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTaskManager} - Reconnection attempt : 3 for Siddhi-JMS-Consumer
TID: [] [] [2026-01-28 19:07:20,457]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTaskManager} - Reconnection attempt : 3 for Siddhi-JMS-Consumer
TID: [] [] [2026-01-28 19:07:20,458]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTaskManager} - Task manager for Siddhi-JMS-Consumer [re-]initialized
TID: [] [] [2026-01-28 19:07:20,458]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTaskManager} - Task manager for Siddhi-JMS-Consumer [re-]initialized
TID: [] [] [2026-01-28 19:07:20,458]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTaskManager} - Task manager for Siddhi-JMS-Consumer [re-]initialized
TID: [] [] [2026-01-28 19:07:20,512]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTaskManager} - Reconnection attempt : 3 for Siddhi-JMS-Consumer
TID: [] [] [2026-01-28 19:07:20,512]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTaskManager} - Reconnection attempt : 3 for Siddhi-JMS-Consumer
TID: [] [] [2026-01-28 19:07:20,512]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTaskManager} - Reconnection attempt : 3 for Siddhi-JMS-Consumer
